250,1590208162
250,1590208163
249,1590208164
249,1590208165
249,1590208166
249,1590208167
249,1590208168
249,1590208169
249,1590208170
249,1590208171
249,1590208172
249,1590208173
249,1590208174
249,1590208175
249,1590208176
249,1590208177
249,1590208178
250,1590208179
249,1590208180
249,1590208181
249,1590208182
249,1590208183
249,1590208184
249,1590208185
250,1590208186
249,1590208187
249,1590208188
248,1590208189
249,1590208190
249,1590208191
249,1590208192
248,1590208193
249,1590208194
249,1590208195
249,1590208196
249,1590208197
249,1590208198
249,1590208199
58,1590208200
34,1590208201
36,1590208202
35,1590208203
26,1590208204
88,1590208205
161,1590208206
249,1590208207
138,1590208208
123,1590208209
249,1590208210
249,1590208211
249,1590208212
249,1590208213
249,1590208214
249,1590208215
247,1590257291
247,1590257292
248,1590257293
248,1590257294
247,1590257295
246,1590257296
247,1590257297
241,1590257298
248,1590257299
247,1590257300
248,1590257301
248,1590257302
247,1590257303
247,1590257304
249,1590257305
248,1590257306
247,1590257307
248,1590257308
248,1590257309
247,1590257310
247,1590257311
248,1590257312
247,1590257313
249,1590257314
249,1590257315
247,1590257316
248,1590257317
248,1590257318
248,1590257319
247,1590257320
248,1590257321
248,1590257322
248,1590257323
248,1590257324
148,1590257325
139,1590257326
132,1590257327
242,1590257328
248,1590257329
37,1590257330
36,1590257331
247,1590257332
248,1590257333
248,1590257334
248,1590257335
248,1590257336
249,1590257337
248,1590257338
248,1590257339
248,1590257340
248,1590257610
247,1590257611
247,1590257612
246,1590257613
247,1590257614
248,1590257615
245,1590257616
244,1590257617
132,1590257618
127,1590257619
126,1590257620
210,1590257621
246,1590257622
247,1590257623
248,1590257624
45,1590257625
41,1590257626
43,1590257627
43,1590257628
41,1590257629
222,1590257630
245,1590257631
247,1590257632
247,1590257633
247,1590257634
248,1590257635
247,1590257636
248,1590257637
249,1590283423
249,1590283424
249,1590283425
249,1590283426
249,1590283427
249,1590283428
248,1590283429
249,1590283430
249,1590283431
249,1590283432
248,1590283433
249,1590283434
248,1590283435
249,1590283436
248,1590283437
248,1590283438
249,1590283439
249,1590283440
224,1590283441
251,1590283442
250,1590283443
249,1590283444
249,1590283445
249,1590283446
250,1590283447
250,1590283448
249,1590283449
249,1590283450
255,1590283451
250,1590283452
250,1590283453
250,1590283454
249,1590283455
249,1590283456
249,1590283457
249,1590283458
89,1590283459
73,1590283460
71,1590283461
70,1590283462
72,1590283463
72,1590283464
243,1590283465
248,1590283466
249,1590283467
249,1590283468
249,1590283469
249,1590283470
248,1590283471
249,1590283472
249,1590283473
249,1590283474
248,1590283475
249,1590283476
249,1590283477
249,1590283478
248,1590283479
248,1590283480
249,1590283481
250,1590283482
249,1590283483
248,1590283484
249,1590283485
249,1590283486
249,1590283487
249,1590283488
249,1590283489
248,1590283490
249,1590283491
249,1590283492
249,1590283493
249,1590283494
249,1590283495
249,1590283496
249,1590283497
249,1590283498
249,1590283499
250,1590283500
249,1590283501
249,1590283502
249,1590283503
249,1590283504
249,1590283505
249,1590283506
249,1590283507
249,1590283508
249,1590283509
249,1590283510
248,1590283511
249,1590283512
249,1590283513
248,1590283514
249,1590283515
249,1590283516
249,1590283517
248,1590283518
249,1590283519
249,1590283520
249,1590283521
249,1590283522
249,1590283523
248,1590283524
248,1590283525
249,1590283526
249,1590283527
249,1590283528
248,1590283529
249,1590283530
249,1590283531
248,1590283532
248,1590283533
249,1590283534
249,1590283535
248,1590283536
248,1590283537
249,1590283538
248,1590283539
248,1590283540
249,1590283541
249,1590283542
249,1590283543
249,1590283544
249,1590283545
249,1590283546
248,1590283547
249,1590283548
249,1590283549
249,1590283550
248,1590283551
249,1590283552
249,1590283553
248,1590283554
248,1590283555
249,1590283556
249,1590283557
248,1590283558
249,1590283559
249,1590283560
249,1590283561
249,1590283562
249,1590283563
249,1590283564
249,1590283565
248,1590283566
249,1590283567
249,1590283568
248,1590283569
248,1590283570
249,1590283571
248,1590283572
248,1590283573
249,1590283574
249,1590283575
248,1590283576
248,1590283577
249,1590283578
248,1590283579
248,1590283580
248,1590283581
249,1590283582
248,1590283583
248,1590283584
249,1590283585
249,1590283586
248,1590283587
248,1590283588
249,1590283589
249,1590283590
249,1590283591
248,1590283592
248,1590283593
249,1590283594
249,1590283595
248,1590283596
248,1590283597
249,1590283598
249,1590283599
248,1590283600
249,1590283601
248,1590283602
248,1590283603
248,1590283604
248,1590283605
250,1590283606
248,1590283607
248,1590283608
248,1590283609
248,1590283610
249,1590283611
248,1590283612
248,1590283613
249,1590283614
248,1590283615
248,1590283616
249,1590283617
249,1590283618
248,1590283619
248,1590283620
249,1590283621
249,1590283622
248,1590283623
248,1590283624
248,1590283625
249,1590283626
248,1590283627
248,1590283628
248,1590283629
248,1590283630
248,1590283631
248,1590283632
248,1590283633
248,1590283634
248,1590283635
248,1590283636
248,1590283637
248,1590283638
248,1590283639
248,1590283640
248,1590283641
249,1590283642
248,1590283643
248,1590283644
248,1590283645
249,1590283646
248,1590283647
248,1590283648
249,1590283649
248,1590283650
248,1590283651
248,1590283652
249,1590283653
248,1590283654
248,1590283655
248,1590283656
249,1590283657
248,1590283658
249,1590283659
249,1590283660
248,1590283661
248,1590283662
249,1590283663
248,1590283664
248,1590283665
248,1590283666
249,1590283667
248,1590283668
248,1590283669
249,1590283670
249,1590283671
249,1590283672
248,1590283673
249,1590283674
248,1590283675
248,1590283676
248,1590283677
248,1590283678
248,1590283679
248,1590283680
249,1590283681
248,1590283682
248,1590283683
249,1590283684
249,1590283685
248,1590283686
248,1590283687
248,1590283688
249,1590283689
248,1590283690
253,1590283691
248,1590283692
248,1590283693
248,1590283694
248,1590283695
248,1590283696
249,1590283697
248,1590283698
248,1590283699
249,1590283700
249,1590283701
249,1590283702
248,1590283703
249,1590283704
249,1590283705
248,1590283706
248,1590283707
249,1590283708
249,1590283709
248,1590283710
248,1590283711
248,1590283712
248,1590283713
249,1590283714
248,1590283715
248,1590283716
248,1590283717
249,1590283718
249,1590283719
248,1590283720
249,1590283721
249,1590283722
248,1590283723
249,1590283724
249,1590283725
249,1590283726
248,1590283727
248,1590283728
249,1590283729
248,1590283730
248,1590283731
251,1590283732
249,1590283733
251,1590283734
250,1590283735
251,1590283736
247,1590283737
248,1590283738
249,1590283739
250,1590283740
251,1590283741
251,1590283742
248,1590283743
249,1590283744
255,1590283745
252,1590283746
